date,msci
09/10/2013,"1,529.139"
09/11/2013,"1,535.733"
09/12/2013,"1,532.928"
09/13/2013,"1,533.722"
09/16/2013,"1,546.518"
09/17/2013,"1,547.238"
09/18/2013,"1,561.533"
09/19/2013,"1,573.128"
09/20/2013,"1,563.258"
09/23/2013,"1,557.867"
09/24/2013,"1,555.566"
09/25/2013,"1,553.746"
09/26/2013,"1,556.737"
09/27/2013,"1,554.992"
09/30/2013,"1,543.672"
10/01/2013,"1,553.511"
10/02/2013,"1,551.016"
10/03/2013,"1,542.795"
10/04/2013,"1,547.500"
10/07/2013,"1,536.397"
10/08/2013,"1,523.130"
10/09/2013,"1,519.779"
10/10/2013,"1,545.942"
10/11/2013,"1,557.351"
10/14/2013,"1,562.775"
10/15/2013,"1,558.188"
10/16/2013,"1,570.340"
10/17/2013,"1,586.638"
10/18/2013,"1,598.139"
10/21/2013,"1,599.727"
10/22/2013,"1,610.794"
10/23/2013,"1,601.642"
10/24/2013,"1,607.920"
10/25/2013,"1,607.962"
10/28/2013,"1,610.224"
10/29/2013,"1,614.334"
10/30/2013,"1,611.857"
10/31/2013,"1,602.860"
11/01/2013,"1,597.855"
11/04/2013,"1,603.815"
11/05/2013,"1,599.427"
11/06/2013,"1,607.718"
11/07/2013,"1,588.468"
11/08/2013,"1,596.279"
11/11/2013,"1,600.843"
11/12/2013,"1,598.551"
11/13/2013,"1,601.560"
11/14/2013,"1,612.859"
11/15/2013,"1,621.496"
11/18/2013,"1,622.823"
11/19/2013,"1,616.436"
11/20/2013,"1,611.338"
11/21/2013,"1,616.342"
11/22/2013,"1,623.151"
11/25/2013,"1,623.696"
11/26/2013,"1,621.907"
11/27/2013,"1,624.818"
11/28/2013,"1,628.882"
11/29/2013,"1,628.424"
12/02/2013,"1,621.336"
12/03/2013,"1,613.313"
12/04/2013,"1,604.738"
12/05/2013,"1,598.882"
12/06/2013,"1,612.607"
12/09/2013,"1,617.603"
12/10/2013,"1,614.229"
12/11/2013,"1,600.116"
12/12/2013,"1,588.710"
12/13/2013,"1,587.695"
12/16/2013,"1,598.215"
12/17/2013,"1,592.788"
12/18/2013,"1,613.751"
12/19/2013,"1,618.384"
12/20/2013,"1,626.657"
12/23/2013,"1,637.277"
12/24/2013,"1,639.652"
12/25/2013,"1,639.730"
12/26/2013,"1,646.276"
12/27/2013,"1,654.157"
12/30/2013,"1,656.147"
12/31/2013,"1,661.069"
01/01/2014,"1,661.095"
01/02/2014,"1,645.218"
01/03/2014,"1,646.054"
01/06/2014,"1,641.162"
01/07/2014,"1,647.654"
01/08/2014,"1,650.166"
01/09/2014,"1,646.369"
01/10/2014,"1,655.105"
01/13/2014,"1,645.414"
01/14/2014,"1,651.734"
01/15/2014,"1,660.002"
01/16/2014,"1,659.336"
01/17/2014,"1,657.317"
01/20/2014,"1,657.109"
01/21/2014,"1,659.491"
01/22/2014,"1,661.741"
01/23/2014,"1,650.453"
01/24/2014,"1,618.360"
01/27/2014,"1,604.923"
01/28/2014,"1,611.355"
01/29/2014,"1,603.669"
01/30/2014,"1,607.460"
01/31/2014,"1,598.456"
02/03/2014,"1,571.919"
02/04/2014,"1,569.927"
02/05/2014,"1,572.366"
02/06/2014,"1,592.686"
02/07/2014,"1,611.778"
02/10/2014,"1,616.780"
02/11/2014,"1,634.467"
02/12/2014,"1,637.705"
02/13/2014,"1,643.195"
02/14/2014,"1,650.117"
02/17/2014,"1,653.554"
02/18/2014,"1,660.544"
02/19/2014,"1,655.044"
02/20/2014,"1,656.015"
02/21/2014,"1,659.850"
02/24/2014,"1,668.310"
02/25/2014,"1,669.409"
02/26/2014,"1,664.845"
02/27/2014,"1,668.399"
02/28/2014,"1,675.400"
03/03/2014,"1,655.418"
03/04/2014,"1,677.853"
03/05/2014,"1,679.065"
03/06/2014,"1,686.106"
03/07/2014,"1,681.174"
03/10/2014,"1,676.525"
03/11/2014,"1,672.193"
03/12/2014,"1,665.554"
03/13/2014,"1,651.678"
03/14/2014,"1,641.134"
03/17/2014,"1,653.936"
03/18/2014,"1,665.493"
03/19/2014,"1,658.049"
03/20/2014,"1,654.318"
03/21/2014,"1,653.384"
03/24/2014,"1,645.968"
03/25/2014,"1,655.689"
03/26/2014,"1,654.341"
03/27/2014,"1,653.121"
03/28/2014,"1,661.836"
03/31/2014,"1,673.874"
04/01/2014,"1,683.697"
04/02/2014,"1,687.463"
04/03/2014,"1,685.139"
04/04/2014,"1,676.252"
04/07/2014,"1,659.287"
04/08/2014,"1,663.768"
04/09/2014,"1,675.323"
04/10/2014,"1,656.091"
04/11/2014,"1,638.434"
04/14/2014,"1,644.361"
04/15/2014,"1,646.671"
04/16/2014,"1,664.846"
04/17/2014,"1,669.813"
04/18/2014,"1,670.598"
04/21/2014,"1,672.396"
04/22/2014,"1,681.981"
04/23/2014,"1,679.254"
04/24/2014,"1,681.155"
